run_idx,video_id,label,input_start_frame,input_end_frame,target_frame,window_len,window_size,window_stride,frame_skip_step
730,MVN-S-Boning-76-001,1,15816,15858,15859,22,60,30,2
731,MVN-S-Boning-76-001,0,15860,15978,15979,60,60,30,2
731,MVN-S-Boning-76-001,0,15920,16038,16039,60,60,30,2
731,MVN-S-Boning-76-001,0,15980,16098,16099,60,60,30,2
731,MVN-S-Boning-76-001,0,16040,16158,16159,60,60,30,2
731,MVN-S-Boning-76-001,0,16100,16218,16219,60,60,30,2
731,MVN-S-Boning-76-001,0,16220,16250,16251,16,60,30,2
732,MVN-S-Boning-76-002,1,0,102,103,52,60,30,2
733,MVN-S-Boning-76-002,2,104,222,223,60,60,30,2
733,MVN-S-Boning-76-002,2,164,282,283,60,60,30,2
733,MVN-S-Boning-76-002,2,224,342,343,60,60,30,2
733,MVN-S-Boning-76-002,2,284,402,403,60,60,30,2
733,MVN-S-Boning-76-002,2,404,454,455,26,60,30,2
734,MVN-S-Boning-76-002,0,455,573,574,60,60,30,2
734,MVN-S-Boning-76-002,0,515,633,634,60,60,30,2
734,MVN-S-Boning-76-002,0,575,693,694,60,60,30,2
734,MVN-S-Boning-76-002,0,635,753,754,60,60,30,2
734,MVN-S-Boning-76-002,0,695,813,814,60,60,30,2
734,MVN-S-Boning-76-002,0,755,873,874,60,60,30,2
734,MVN-S-Boning-76-002,0,815,933,934,60,60,30,2
734,MVN-S-Boning-76-002,0,875,993,994,60,60,30,2
734,MVN-S-Boning-76-002,0,935,1053,1054,60,60,30,2
734,MVN-S-Boning-76-002,0,995,1113,1114,60,60,30,2
734,MVN-S-Boning-76-002,0,1055,1173,1174,60,60,30,2
734,MVN-S-Boning-76-002,0,1115,1233,1234,60,60,30,2
734,MVN-S-Boning-76-002,0,1235,1253,1254,10,60,30,2
735,MVN-S-Boning-76-002,1,1254,1372,1373,60,60,30,2
735,MVN-S-Boning-76-002,1,1374,1430,1431,29,60,30,2
736,MVN-S-Boning-76-002,0,1432,1550,1551,60,60,30,2
736,MVN-S-Boning-76-002,0,1492,1610,1611,60,60,30,2
736,MVN-S-Boning-76-002,0,1612,1640,1641,15,60,30,2
737,MVN-S-Boning-76-002,1,1642,1746,1747,53,60,30,2
738,MVN-S-Boning-76-002,3,1748,1784,1785,19,60,30,2
739,MVN-S-Boning-76-002,4,1785,1962,1963,60,60,30,3
739,MVN-S-Boning-76-002,4,1875,2052,2053,60,60,30,3
739,MVN-S-Boning-76-002,4,1965,2142,2143,60,60,30,3
739,MVN-S-Boning-76-002,4,2055,2232,2233,60,60,30,3
739,MVN-S-Boning-76-002,4,2145,2322,2323,60,60,30,3
739,MVN-S-Boning-76-002,4,2235,2412,2413,60,60,30,3
739,MVN-S-Boning-76-002,4,2325,2502,2503,60,60,30,3
739,MVN-S-Boning-76-002,4,2415,2592,2593,60,60,30,3
739,MVN-S-Boning-76-002,4,2505,2682,2683,60,60,30,3
739,MVN-S-Boning-76-002,4,2595,2772,2773,60,60,30,3
739,MVN-S-Boning-76-002,4,2685,2862,2863,60,60,30,3
739,MVN-S-Boning-76-002,4,2775,2952,2953,60,60,30,3
739,MVN-S-Boning-76-002,4,2865,3042,3043,60,60,30,3
739,MVN-S-Boning-76-002,4,2955,3132,3133,60,60,30,3
739,MVN-S-Boning-76-002,4,3045,3222,3223,60,60,30,3
739,MVN-S-Boning-76-002,4,3135,3312,3313,60,60,30,3
739,MVN-S-Boning-76-002,4,3225,3402,3403,60,60,30,3
739,MVN-S-Boning-76-002,4,3315,3492,3493,60,60,30,3
739,MVN-S-Boning-76-002,4,3405,3582,3583,60,60,30,3
739,MVN-S-Boning-76-002,4,3495,3672,3673,60,60,30,3
739,MVN-S-Boning-76-002,4,3585,3762,3763,60,60,30,3
739,MVN-S-Boning-76-002,4,3675,3852,3853,60,60,30,3
739,MVN-S-Boning-76-002,4,3765,3942,3943,60,60,30,3
739,MVN-S-Boning-76-002,4,3855,4032,4033,60,60,30,3
739,MVN-S-Boning-76-002,4,3945,4122,4123,60,60,30,3
739,MVN-S-Boning-76-002,4,4035,4212,4213,60,60,30,3
739,MVN-S-Boning-76-002,4,4125,4302,4303,60,60,30,3
739,MVN-S-Boning-76-002,4,4215,4392,4393,60,60,30,3
739,MVN-S-Boning-76-002,4,4305,4482,4483,60,60,30,3
739,MVN-S-Boning-76-002,4,4395,4572,4573,60,60,30,3
739,MVN-S-Boning-76-002,4,4485,4662,4663,60,60,30,3
739,MVN-S-Boning-76-002,4,4575,4752,4753,60,60,30,3
739,MVN-S-Boning-76-002,4,4665,4842,4843,60,60,30,3
739,MVN-S-Boning-76-002,4,4755,4932,4933,60,60,30,3
739,MVN-S-Boning-76-002,4,4935,4944,4945,4,60,30,3
740,MVN-S-Boning-76-002,8,4945,5063,5064,60,60,20,2
740,MVN-S-Boning-76-002,8,5065,5093,5094,15,60,20,2
741,MVN-S-Boning-76-002,0,5095,5213,5214,60,60,30,2
741,MVN-S-Boning-76-002,0,5155,5273,5274,60,60,30,2
741,MVN-S-Boning-76-002,0,5215,5333,5334,60,60,30,2
741,MVN-S-Boning-76-002,0,5275,5393,5394,60,60,30,2
741,MVN-S-Boning-76-002,0,5335,5453,5454,60,60,30,2
741,MVN-S-Boning-76-002,0,5395,5513,5514,60,60,30,2
741,MVN-S-Boning-76-002,0,5455,5573,5574,60,60,30,2
741,MVN-S-Boning-76-002,0,5575,5595,5596,11,60,30,2
742,MVN-S-Boning-76-002,2,5597,5715,5716,60,60,30,2
742,MVN-S-Boning-76-002,2,5657,5775,5776,60,60,30,2
742,MVN-S-Boning-76-002,2,5717,5835,5836,60,60,30,2
742,MVN-S-Boning-76-002,2,5837,5883,5884,24,60,30,2
743,MVN-S-Boning-76-002,0,5885,6003,6004,60,60,30,2
743,MVN-S-Boning-76-002,0,5945,6063,6064,60,60,30,2
743,MVN-S-Boning-76-002,0,6065,6067,6068,2,60,30,2
744,MVN-S-Boning-76-002,2,6068,6186,6187,60,60,30,2
744,MVN-S-Boning-76-002,2,6128,6246,6247,60,60,30,2
744,MVN-S-Boning-76-002,2,6188,6306,6307,60,60,30,2
744,MVN-S-Boning-76-002,2,6248,6366,6367,60,60,30,2
744,MVN-S-Boning-76-002,2,6308,6426,6427,60,60,30,2
744,MVN-S-Boning-76-002,2,6428,6432,6433,3,60,30,2
745,MVN-S-Boning-76-002,1,6433,6551,6552,60,60,30,2
745,MVN-S-Boning-76-002,1,6553,6597,6598,23,60,30,2
746,MVN-S-Boning-76-002,3,6598,6714,6715,59,60,30,2
747,MVN-S-Boning-76-002,4,6715,6892,6893,60,60,30,3
747,MVN-S-Boning-76-002,4,6805,6982,6983,60,60,30,3
747,MVN-S-Boning-76-002,4,6895,7072,7073,60,60,30,3
747,MVN-S-Boning-76-002,4,6985,7162,7163,60,60,30,3
747,MVN-S-Boning-76-002,4,7075,7252,7253,60,60,30,3
747,MVN-S-Boning-76-002,4,7165,7342,7343,60,60,30,3
747,MVN-S-Boning-76-002,4,7255,7432,7433,60,60,30,3
747,MVN-S-Boning-76-002,4,7345,7522,7523,60,60,30,3
747,MVN-S-Boning-76-002,4,7435,7612,7613,60,60,30,3
747,MVN-S-Boning-76-002,4,7525,7702,7703,60,60,30,3
747,MVN-S-Boning-76-002,4,7615,7792,7793,60,60,30,3
747,MVN-S-Boning-76-002,4,7705,7882,7883,60,60,30,3
747,MVN-S-Boning-76-002,4,7795,7972,7973,60,60,30,3
747,MVN-S-Boning-76-002,4,7885,8062,8063,60,60,30,3
747,MVN-S-Boning-76-002,4,7975,8152,8153,60,60,30,3
747,MVN-S-Boning-76-002,4,8155,8170,8171,6,60,30,3
748,MVN-S-Boning-76-002,8,8172,8290,8291,60,60,20,2
748,MVN-S-Boning-76-002,8,8212,8330,8331,60,60,20,2
748,MVN-S-Boning-76-002,8,8332,8338,8339,4,60,20,2
749,MVN-S-Boning-76-002,0,8339,8457,8458,60,60,30,2
749,MVN-S-Boning-76-002,0,8399,8517,8518,60,60,30,2
749,MVN-S-Boning-76-002,0,8459,8577,8578,60,60,30,2
749,MVN-S-Boning-76-002,0,8519,8637,8638,60,60,30,2
749,MVN-S-Boning-76-002,0,8579,8697,8698,60,60,30,2
749,MVN-S-Boning-76-002,0,8639,8757,8758,60,60,30,2
749,MVN-S-Boning-76-002,0,8699,8817,8818,60,60,30,2
749,MVN-S-Boning-76-002,0,8759,8877,8878,60,60,30,2
749,MVN-S-Boning-76-002,0,8819,8937,8938,60,60,30,2
749,MVN-S-Boning-76-002,0,8879,8997,8998,60,60,30,2
749,MVN-S-Boning-76-002,0,8939,9057,9058,60,60,30,2
749,MVN-S-Boning-76-002,0,8999,9117,9118,60,60,30,2
749,MVN-S-Boning-76-002,0,9059,9177,9178,60,60,30,2
749,MVN-S-Boning-76-002,0,9119,9237,9238,60,60,30,2
749,MVN-S-Boning-76-002,0,9179,9297,9298,60,60,30,2
749,MVN-S-Boning-76-002,0,9239,9357,9358,60,60,30,2
749,MVN-S-Boning-76-002,0,9299,9417,9418,60,60,30,2
749,MVN-S-Boning-76-002,0,9359,9477,9478,60,60,30,2
749,MVN-S-Boning-76-002,0,9419,9537,9538,60,60,30,2
749,MVN-S-Boning-76-002,0,9479,9597,9598,60,60,30,2
749,MVN-S-Boning-76-002,0,9539,9657,9658,60,60,30,2
749,MVN-S-Boning-76-002,0,9599,9717,9718,60,60,30,2
749,MVN-S-Boning-76-002,0,9719,9757,9758,20,60,30,2
750,MVN-S-Boning-76-002,1,9759,9877,9878,60,60,30,2
750,MVN-S-Boning-76-002,1,9879,9885,9886,4,60,30,2
751,MVN-S-Boning-76-002,0,9887,10005,10006,60,60,30,2
751,MVN-S-Boning-76-002,0,9947,10065,10066,60,60,30,2
751,MVN-S-Boning-76-002,0,10007,10125,10126,60,60,30,2
751,MVN-S-Boning-76-002,0,10067,10185,10186,60,60,30,2
751,MVN-S-Boning-76-002,0,10127,10245,10246,60,60,30,2
751,MVN-S-Boning-76-002,0,10187,10305,10306,60,60,30,2
751,MVN-S-Boning-76-002,0,10307,10333,10334,14,60,30,2
752,MVN-S-Boning-76-002,3,10334,10438,10439,53,60,30,2
753,MVN-S-Boning-76-002,4,10439,10616,10617,60,60,30,3
753,MVN-S-Boning-76-002,4,10529,10706,10707,60,60,30,3
753,MVN-S-Boning-76-002,4,10619,10796,10797,60,60,30,3
753,MVN-S-Boning-76-002,4,10709,10886,10887,60,60,30,3
753,MVN-S-Boning-76-002,4,10799,10976,10977,60,60,30,3
753,MVN-S-Boning-76-002,4,10889,11066,11067,60,60,30,3
753,MVN-S-Boning-76-002,4,10979,11156,11157,60,60,30,3
753,MVN-S-Boning-76-002,4,11069,11246,11247,60,60,30,3
753,MVN-S-Boning-76-002,4,11159,11336,11337,60,60,30,3
753,MVN-S-Boning-76-002,4,11249,11426,11427,60,60,30,3
753,MVN-S-Boning-76-002,4,11339,11516,11517,60,60,30,3
753,MVN-S-Boning-76-002,4,11429,11606,11607,60,60,30,3
753,MVN-S-Boning-76-002,4,11519,11696,11697,60,60,30,3
753,MVN-S-Boning-76-002,4,11609,11786,11787,60,60,30,3
753,MVN-S-Boning-76-002,4,11699,11876,11877,60,60,30,3
753,MVN-S-Boning-76-002,4,11789,11966,11967,60,60,30,3
753,MVN-S-Boning-76-002,4,11879,12056,12057,60,60,30,3
753,MVN-S-Boning-76-002,4,11969,12146,12147,60,60,30,3
753,MVN-S-Boning-76-002,4,12059,12236,12237,60,60,30,3
753,MVN-S-Boning-76-002,4,12239,12239,12240,1,60,30,3
754,MVN-S-Boning-76-002,8,12241,12359,12360,60,60,20,2
754,MVN-S-Boning-76-002,8,12361,12381,12382,11,60,20,2
755,MVN-S-Boning-76-002,0,12383,12501,12502,60,60,30,2
755,MVN-S-Boning-76-002,0,12443,12561,12562,60,60,30,2
755,MVN-S-Boning-76-002,0,12563,12573,12574,6,60,30,2
756,MVN-S-Boning-76-002,2,12575,12693,12694,60,60,30,2
756,MVN-S-Boning-76-002,2,12635,12753,12754,60,60,30,2
756,MVN-S-Boning-76-002,2,12695,12813,12814,60,60,30,2
756,MVN-S-Boning-76-002,2,12755,12873,12874,60,60,30,2
756,MVN-S-Boning-76-002,2,12815,12933,12934,60,60,30,2
756,MVN-S-Boning-76-002,2,12875,12993,12994,60,60,30,2
756,MVN-S-Boning-76-002,2,12995,13041,13042,24,60,30,2
757,MVN-S-Boning-76-002,3,13043,13161,13162,60,60,30,2
757,MVN-S-Boning-76-002,3,13103,13221,13222,60,60,30,2
757,MVN-S-Boning-76-002,3,13163,13281,13282,60,60,30,2
758,MVN-S-Boning-76-002,4,13282,13459,13460,60,60,30,3
758,MVN-S-Boning-76-002,4,13372,13549,13550,60,60,30,3
758,MVN-S-Boning-76-002,4,13462,13639,13640,60,60,30,3
758,MVN-S-Boning-76-002,4,13552,13729,13730,60,60,30,3
758,MVN-S-Boning-76-002,4,13642,13819,13820,60,60,30,3
758,MVN-S-Boning-76-002,4,13732,13909,13910,60,60,30,3
758,MVN-S-Boning-76-002,4,13822,13999,14000,60,60,30,3
758,MVN-S-Boning-76-002,4,13912,14089,14090,60,60,30,3
758,MVN-S-Boning-76-002,4,14002,14179,14180,60,60,30,3
758,MVN-S-Boning-76-002,4,14092,14269,14270,60,60,30,3
758,MVN-S-Boning-76-002,4,14182,14359,14360,60,60,30,3
758,MVN-S-Boning-76-002,4,14362,14398,14399,13,60,30,3
759,MVN-S-Boning-76-002,8,14401,14519,14520,60,60,20,2
759,MVN-S-Boning-76-002,8,14521,14535,14536,8,60,20,2
760,MVN-S-Boning-76-002,3,14537,14655,14656,60,60,30,2
760,MVN-S-Boning-76-002,3,14597,14715,14716,60,60,30,2
760,MVN-S-Boning-76-002,3,14717,14765,14766,25,60,30,2
761,MVN-S-Boning-76-002,4,14766,14943,14944,60,60,30,3
761,MVN-S-Boning-76-002,4,14856,15033,15034,60,60,30,3
761,MVN-S-Boning-76-002,4,14946,15123,15124,60,60,30,3
761,MVN-S-Boning-76-002,4,15036,15213,15214,60,60,30,3
761,MVN-S-Boning-76-002,4,15126,15303,15304,60,60,30,3
761,MVN-S-Boning-76-002,4,15216,15393,15394,60,60,30,3
761,MVN-S-Boning-76-002,4,15306,15483,15484,60,60,30,3
761,MVN-S-Boning-76-002,4,15396,15573,15574,60,60,30,3
761,MVN-S-Boning-76-002,4,15486,15663,15664,60,60,30,3
761,MVN-S-Boning-76-002,4,15576,15753,15754,60,60,30,3
761,MVN-S-Boning-76-002,4,15666,15843,15844,60,60,30,3
761,MVN-S-Boning-76-002,4,15756,15933,15934,60,60,30,3
761,MVN-S-Boning-76-002,4,15846,16023,16024,60,60,30,3
761,MVN-S-Boning-76-002,4,15936,16113,16114,60,60,30,3
761,MVN-S-Boning-76-002,4,16026,16203,16204,60,60,30,3
761,MVN-S-Boning-76-002,4,16206,16290,16291,29,60,30,3
762,MVN-S-Boning-76-002,8,16292,16410,16411,60,60,20,2
762,MVN-S-Boning-76-002,8,16332,16450,16451,60,60,20,2
762,MVN-S-Boning-76-002,8,16372,16490,16491,60,60,20,2
762,MVN-S-Boning-76-002,8,16492,16520,16521,15,60,20,2
763,MVN-S-Boning-76-002,2,16521,16639,16640,60,60,30,2
763,MVN-S-Boning-76-002,2,16581,16699,16700,60,60,30,2
763,MVN-S-Boning-76-002,2,16641,16759,16760,60,60,30,2
763,MVN-S-Boning-76-002,2,16761,16811,16812,26,60,30,2
764,MVN-S-Boning-76-002,0,16813,16931,16932,60,60,30,2
764,MVN-S-Boning-76-002,0,16873,16991,16992,60,60,30,2
764,MVN-S-Boning-76-002,0,16933,17051,17052,60,60,30,2
764,MVN-S-Boning-76-002,0,16993,17111,17112,60,60,30,2
764,MVN-S-Boning-76-002,0,17053,17171,17172,60,60,30,2
764,MVN-S-Boning-76-002,0,17113,17231,17232,60,60,30,2
764,MVN-S-Boning-76-002,0,17173,17291,17292,60,60,30,2
764,MVN-S-Boning-76-002,0,17233,17351,17352,60,60,30,2
764,MVN-S-Boning-76-002,0,17293,17411,17412,60,60,30,2
764,MVN-S-Boning-76-002,0,17353,17471,17472,60,60,30,2
764,MVN-S-Boning-76-002,0,17413,17531,17532,60,60,30,2
764,MVN-S-Boning-76-002,0,17473,17591,17592,60,60,30,2
764,MVN-S-Boning-76-002,0,17533,17651,17652,60,60,30,2
764,MVN-S-Boning-76-002,0,17593,17711,17712,60,60,30,2
764,MVN-S-Boning-76-002,0,17653,17771,17772,60,60,30,2
764,MVN-S-Boning-76-002,0,17713,17831,17832,60,60,30,2
764,MVN-S-Boning-76-002,0,17773,17891,17892,60,60,30,2
764,MVN-S-Boning-76-002,0,17833,17951,17952,60,60,30,2
764,MVN-S-Boning-76-002,0,17893,18011,18012,60,60,30,2
764,MVN-S-Boning-76-002,0,17953,18071,18072,60,60,30,2
764,MVN-S-Boning-76-002,0,18013,18131,18132,60,60,30,2
764,MVN-S-Boning-76-002,0,18133,18171,18172,20,60,30,2
765,MVN-S-Boning-76-002,1,18173,18277,18278,53,60,30,2
766,MVN-S-Boning-76-002,0,18278,18396,18397,60,60,30,2
766,MVN-S-Boning-76-002,0,18338,18456,18457,60,60,30,2
766,MVN-S-Boning-76-002,0,18398,18516,18517,60,60,30,2
766,MVN-S-Boning-76-002,0,18458,18576,18577,60,60,30,2
766,MVN-S-Boning-76-002,0,18518,18636,18637,60,60,30,2
766,MVN-S-Boning-76-002,0,18578,18696,18697,60,60,30,2
766,MVN-S-Boning-76-002,0,18638,18756,18757,60,60,30,2
766,MVN-S-Boning-76-002,0,18698,18816,18817,60,60,30,2
766,MVN-S-Boning-76-002,0,18758,18876,18877,60,60,30,2
766,MVN-S-Boning-76-002,0,18818,18936,18937,60,60,30,2
766,MVN-S-Boning-76-002,0,18878,18996,18997,60,60,30,2
766,MVN-S-Boning-76-002,0,18938,19056,19057,60,60,30,2
766,MVN-S-Boning-76-002,0,18998,19116,19117,60,60,30,2
766,MVN-S-Boning-76-002,0,19058,19176,19177,60,60,30,2
766,MVN-S-Boning-76-002,0,19118,19236,19237,60,60,30,2
766,MVN-S-Boning-76-002,0,19178,19296,19297,60,60,30,2
766,MVN-S-Boning-76-002,0,19238,19356,19357,60,60,30,2
766,MVN-S-Boning-76-002,0,19298,19416,19417,60,60,30,2
766,MVN-S-Boning-76-002,0,19358,19476,19477,60,60,30,2
766,MVN-S-Boning-76-002,0,19418,19536,19537,60,60,30,2
766,MVN-S-Boning-76-002,0,19478,19596,19597,60,60,30,2
766,MVN-S-Boning-76-002,0,19538,19656,19657,60,60,30,2
766,MVN-S-Boning-76-002,0,19598,19716,19717,60,60,30,2
766,MVN-S-Boning-76-002,0,19658,19776,19777,60,60,30,2
766,MVN-S-Boning-76-002,0,19778,19784,19785,4,60,30,2
767,MVN-S-Boning-76-002,3,19785,19877,19878,47,60,30,2
768,MVN-S-Boning-76-002,4,19879,20056,20057,60,60,30,3
768,MVN-S-Boning-76-002,4,19969,20146,20147,60,60,30,3
768,MVN-S-Boning-76-002,4,20059,20236,20237,60,60,30,3
768,MVN-S-Boning-76-002,4,20149,20326,20327,60,60,30,3
768,MVN-S-Boning-76-002,4,20239,20416,20417,60,60,30,3
768,MVN-S-Boning-76-002,4,20329,20506,20507,60,60,30,3
768,MVN-S-Boning-76-002,4,20419,20596,20597,60,60,30,3
768,MVN-S-Boning-76-002,4,20509,20686,20687,60,60,30,3
768,MVN-S-Boning-76-002,4,20599,20776,20777,60,60,30,3
768,MVN-S-Boning-76-002,4,20689,20866,20867,60,60,30,3
768,MVN-S-Boning-76-002,4,20779,20956,20957,60,60,30,3
768,MVN-S-Boning-76-002,4,20869,21046,21047,60,60,30,3
768,MVN-S-Boning-76-002,4,20959,21136,21137,60,60,30,3
768,MVN-S-Boning-76-002,4,21049,21226,21227,60,60,30,3
768,MVN-S-Boning-76-002,4,21229,21229,21230,1,60,30,3
769,MVN-S-Boning-76-002,8,21231,21349,21350,60,60,20,2
769,MVN-S-Boning-76-002,8,21271,21389,21390,60,60,20,2
769,MVN-S-Boning-76-002,8,21391,21395,21396,3,60,20,2
770,MVN-S-Boning-76-002,0,21397,21515,21516,60,60,30,2
770,MVN-S-Boning-76-002,0,21457,21575,21576,60,60,30,2
770,MVN-S-Boning-76-002,0,21517,21635,21636,60,60,30,2
770,MVN-S-Boning-76-002,0,21577,21695,21696,60,60,30,2
770,MVN-S-Boning-76-002,0,21637,21755,21756,60,60,30,2
770,MVN-S-Boning-76-002,0,21697,21815,21816,60,60,30,2
770,MVN-S-Boning-76-002,0,21757,21875,21876,60,60,30,2
770,MVN-S-Boning-76-002,0,21817,21935,21936,60,60,30,2
770,MVN-S-Boning-76-002,0,21877,21995,21996,60,60,30,2
770,MVN-S-Boning-76-002,0,21937,22055,22056,60,60,30,2
770,MVN-S-Boning-76-002,0,21997,22115,22116,60,60,30,2
770,MVN-S-Boning-76-002,0,22057,22175,22176,60,60,30,2
770,MVN-S-Boning-76-002,0,22117,22235,22236,60,60,30,2
770,MVN-S-Boning-76-002,0,22177,22295,22296,60,60,30,2
770,MVN-S-Boning-76-002,0,22237,22355,22356,60,60,30,2
770,MVN-S-Boning-76-002,0,22297,22415,22416,60,60,30,2
770,MVN-S-Boning-76-002,0,22357,22475,22476,60,60,30,2
770,MVN-S-Boning-76-002,0,22417,22535,22536,60,60,30,2
770,MVN-S-Boning-76-002,0,22477,22595,22596,60,60,30,2
770,MVN-S-Boning-76-002,0,22537,22655,22656,60,60,30,2
770,MVN-S-Boning-76-002,0,22657,22667,22668,6,60,30,2
771,MVN-S-Boning-76-002,1,22668,22786,22787,60,60,30,2
771,MVN-S-Boning-76-002,1,22728,22846,22847,60,60,30,2
771,MVN-S-Boning-76-002,1,22788,22906,22907,60,60,30,2
771,MVN-S-Boning-76-002,1,22848,22966,22967,60,60,30,2
771,MVN-S-Boning-76-002,1,22908,23026,23027,60,60,30,2
771,MVN-S-Boning-76-002,1,22968,23086,23087,60,60,30,2
771,MVN-S-Boning-76-002,1,23088,23134,23135,24,60,30,2
772,MVN-S-Boning-76-002,2,23136,23254,23255,60,60,30,2
772,MVN-S-Boning-76-002,2,23196,23314,23315,60,60,30,2
772,MVN-S-Boning-76-002,2,23316,23372,23373,29,60,30,2
773,MVN-S-Boning-76-002,3,23373,23491,23492,60,60,30,2
773,MVN-S-Boning-76-002,3,23493,23519,23520,14,60,30,2
774,MVN-S-Boning-76-002,4,23520,23697,23698,60,60,30,3
774,MVN-S-Boning-76-002,4,23610,23787,23788,60,60,30,3
774,MVN-S-Boning-76-002,4,23700,23877,23878,60,60,30,3
774,MVN-S-Boning-76-002,4,23790,23967,23968,60,60,30,3
774,MVN-S-Boning-76-002,4,23880,24057,24058,60,60,30,3
774,MVN-S-Boning-76-002,4,23970,24147,24148,60,60,30,3
774,MVN-S-Boning-76-002,4,24060,24237,24238,60,60,30,3
774,MVN-S-Boning-76-002,4,24150,24327,24328,60,60,30,3
774,MVN-S-Boning-76-002,4,24240,24417,24418,60,60,30,3
774,MVN-S-Boning-76-002,4,24330,24507,24508,60,60,30,3
774,MVN-S-Boning-76-002,4,24420,24597,24598,60,60,30,3
774,MVN-S-Boning-76-002,4,24510,24687,24688,60,60,30,3
774,MVN-S-Boning-76-002,4,24600,24777,24778,60,60,30,3
774,MVN-S-Boning-76-002,4,24690,24867,24868,60,60,30,3
774,MVN-S-Boning-76-002,4,24780,24957,24958,60,60,30,3
774,MVN-S-Boning-76-002,4,24870,25047,25048,60,60,30,3
774,MVN-S-Boning-76-002,4,24960,25137,25138,60,60,30,3
774,MVN-S-Boning-76-002,4,25050,25227,25228,60,60,30,3
774,MVN-S-Boning-76-002,4,25140,25317,25318,60,60,30,3
774,MVN-S-Boning-76-002,4,25320,25404,25405,29,60,30,3
775,MVN-S-Boning-76-002,8,25407,25453,25454,24,60,20,2
776,MVN-S-Boning-76-002,4,25454,25631,25632,60,60,30,3
776,MVN-S-Boning-76-002,4,25544,25721,25722,60,60,30,3
776,MVN-S-Boning-76-002,4,25634,25811,25812,60,60,30,3
776,MVN-S-Boning-76-002,4,25724,25901,25902,60,60,30,3
776,MVN-S-Boning-76-002,4,25814,25991,25992,60,60,30,3
776,MVN-S-Boning-76-002,4,25904,26081,26082,60,60,30,3
776,MVN-S-Boning-76-002,4,25994,26171,26172,60,60,30,3
776,MVN-S-Boning-76-002,4,26084,26261,26262,60,60,30,3
776,MVN-S-Boning-76-002,4,26174,26351,26352,60,60,30,3
776,MVN-S-Boning-76-002,4,26354,26405,26406,18,60,30,3
777,MVN-S-Boning-76-002,2,26408,26526,26527,60,60,30,2
777,MVN-S-Boning-76-002,2,26468,26586,26587,60,60,30,2
777,MVN-S-Boning-76-002,2,26588,26588,26589,1,60,30,2
778,MVN-S-Boning-76-002,3,26589,26661,26662,37,60,30,2
779,MVN-S-Boning-76-002,4,26663,26840,26841,60,60,30,3
779,MVN-S-Boning-76-002,4,26753,26930,26931,60,60,30,3
779,MVN-S-Boning-76-002,4,26843,27020,27021,60,60,30,3
779,MVN-S-Boning-76-002,4,26933,27110,27111,60,60,30,3
779,MVN-S-Boning-76-002,4,27023,27200,27201,60,60,30,3
779,MVN-S-Boning-76-002,4,27113,27290,27291,60,60,30,3
779,MVN-S-Boning-76-002,4,27203,27380,27381,60,60,30,3
779,MVN-S-Boning-76-002,4,27293,27470,27471,60,60,30,3
779,MVN-S-Boning-76-002,4,27383,27560,27561,60,60,30,3
779,MVN-S-Boning-76-002,4,27473,27650,27651,60,60,30,3
779,MVN-S-Boning-76-002,4,27563,27740,27741,60,60,30,3
779,MVN-S-Boning-76-002,4,27653,27830,27831,60,60,30,3
779,MVN-S-Boning-76-002,4,27743,27920,27921,60,60,30,3
779,MVN-S-Boning-76-002,4,27833,28010,28011,60,60,30,3
779,MVN-S-Boning-76-002,4,27923,28100,28101,60,60,30,3
779,MVN-S-Boning-76-002,4,28013,28190,28191,60,60,30,3
779,MVN-S-Boning-76-002,4,28103,28280,28281,60,60,30,3
779,MVN-S-Boning-76-002,4,28193,28370,28371,60,60,30,3
779,MVN-S-Boning-76-002,4,28373,28406,28407,12,60,30,3
780,MVN-S-Boning-76-002,8,28409,28477,28478,35,60,20,2
781,MVN-S-Boning-76-002,4,28479,28656,28657,60,60,30,3
781,MVN-S-Boning-76-002,4,28569,28746,28747,60,60,30,3
781,MVN-S-Boning-76-002,4,28659,28836,28837,60,60,30,3
781,MVN-S-Boning-76-002,4,28749,28926,28927,60,60,30,3
781,MVN-S-Boning-76-002,4,28839,29016,29017,60,60,30,3
781,MVN-S-Boning-76-002,4,29019,29100,29101,28,60,30,3
782,MVN-S-Boning-76-002,1,29101,29219,29220,60,60,30,2
782,MVN-S-Boning-76-002,1,29221,29257,29258,19,60,30,2
783,MVN-S-Boning-76-002,2,29258,29376,29377,60,60,30,2
783,MVN-S-Boning-76-002,2,29318,29436,29437,60,60,30,2
783,MVN-S-Boning-76-002,2,29378,29496,29497,60,60,30,2
783,MVN-S-Boning-76-002,2,29438,29556,29557,60,60,30,2
784,MVN-S-Boning-76-002,0,29557,29675,29676,60,60,30,2
784,MVN-S-Boning-76-002,0,29617,29735,29736,60,60,30,2
784,MVN-S-Boning-76-002,0,29677,29795,29796,60,60,30,2
784,MVN-S-Boning-76-002,0,29737,29855,29856,60,60,30,2
784,MVN-S-Boning-76-002,0,29797,29915,29916,60,60,30,2
784,MVN-S-Boning-76-002,0,29857,29975,29976,60,60,30,2
784,MVN-S-Boning-76-002,0,29917,30035,30036,60,60,30,2
784,MVN-S-Boning-76-002,0,29977,30095,30096,60,60,30,2
784,MVN-S-Boning-76-002,0,30037,30155,30156,60,60,30,2
784,MVN-S-Boning-76-002,0,30097,30215,30216,60,60,30,2
